,Airline,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins
7585,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,6593.0,6,3,16,0,21,0,300
7586,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,07:00,10:30,27h 30m,3 stops,No info,13007.0,5,6,7,0,10,30,1650
7587,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,09:55,18:50,8h 55m,1 stop,In-flight meal not included,15400.0,3,6,9,55,18,50,535
7588,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,14:35,24h,1 stop,No info,6528.0,6,9,14,35,14,35,1440
7589,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35,26h 55m,2 stops,In-flight meal not included,10368.0,6,24,9,40,12,35,1615
7590,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,04:55,21:00,16h 5m,1 stop,No info,6162.0,4,24,4,55,21,0,965
7591,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,09:00,18h 55m,1 stop,No info,17261.0,3,6,14,5,9,0,1135
7592,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,20:45,28h 15m,1 stop,In-flight meal not included,7064.0,4,1,16,30,20,45,1695
7593,Jet Airways,Delhi,Cochin,DEL ? LKO ? BOM ? COK,11:45,12:35,24h 50m,2 stops,No info,13882.0,6,9,11,45,12,35,1490
7594,Vistara,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216.0,6,3,14,40,17,50,190
7595,Jet Airways,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,19644.0,5,18,11,40,19,0,440
7596,Jet Airways,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544.0,5,9,15,15,18,10,175
7597,IndiGo,Chennai,Kolkata,MAA ? CCU,14:40,17:05,2h 25m,non-stop,No info,3384.0,3,27,14,40,17,5,145
7598,IndiGo,Kolkata,Banglore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,4804.0,6,6,15,15,17,45,150
7599,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:45,19:40,23h 55m,1 stop,In-flight meal not included,10031.0,3,24,19,45,19,40,1435
7600,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15,11h 5m,1 stop,In-flight meal not included,8586.0,5,12,21,10,8,15,665
7601,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,13:15,6h 15m,1 stop,In-flight meal not included,7832.0,3,21,7,0,13,15,375
7602,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:05,16h 5m,1 stop,No info,10027.0,5,24,17,0,9,5,965
7603,IndiGo,Mumbai,Hyderabad,BOM ? HYD,12:00,13:25,1h 25m,non-stop,No info,2754.0,3,18,12,0,13,25,85
7604,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25,20h 25m,1 stop,No info,12767.0,3,21,8,0,4,25,1225
7605,GoAir,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,00:15,7h 35m,1 stop,No info,8777.0,5,9,16,40,0,15,455
7606,GoAir,Delhi,Cochin,DEL ? BOM ? COK,14:25,19:35,5h 10m,1 stop,No info,7870.0,6,24,14,25,19,35,310
7607,Air India,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,11:10,23h 10m,2 stops,No info,9416.0,6,12,12,0,11,10,1390
7608,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15,1h 30m,non-stop,No check-in baggage included,2175.0,5,6,22,45,0,15,90
7609,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,09:45,22:30,12h 45m,1 stop,No info,9646.0,6,24,9,45,22,30,765
7610,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40,8h 40m,1 stop,No info,13731.0,5,24,20,0,4,40,520
7611,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,07:05,19:15,36h 10m,2 stops,No info,11552.0,3,6,7,5,19,15,2170
7612,Air India,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,08:50,23:25,38h 35m,2 stops,No info,10783.0,3,18,8,50,23,25,2315
7613,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,14:25,21h 25m,1 stop,No info,11467.0,5,1,17,0,14,25,1285
7614,Air India,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,8879.0,6,3,7,0,19,15,735
7615,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30,12h 40m,1 stop,No info,6795.0,6,6,12,50,1,30,760
7616,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,07:30,15:30,8h,1 stop,No info,14871.0,3,3,7,30,15,30,480
7617,Multiple carriers,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,01:35,10h 30m,2 stops,No info,34503.0,3,3,15,5,1,35,630
7618,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,09:25,26h 20m,2 stops,No info,10975.0,6,15,7,5,9,25,1580
7619,Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,23:15,13h 25m,2 stops,No info,15170.0,5,24,9,50,23,15,805
7620,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,14:35,24h,1 stop,No info,7001.0,5,1,14,35,14,35,1440
7621,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,8576.0,5,18,9,25,18,30,545
7622,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,04:25,8h 55m,2 stops,No info,15129.0,5,9,19,30,4,25,535
7623,IndiGo,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,4823.0,4,9,8,30,11,20,170
7624,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,10844.0,5,21,6,30,19,50,800
7625,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,20:20,24h,1 stop,No info,8085.0,6,9,20,20,20,20,1440
7626,Jet Airways,Delhi,Cochin,DEL ? UDR ? BOM ? COK,18:20,04:25,34h 5m,2 stops,No info,20747.0,3,3,18,20,4,25,2045
7627,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,08:55,15h 25m,1 stop,No info,10203.0,5,6,17,30,8,55,925
7628,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:45,19:00,23h 15m,1 stop,In-flight meal not included,12898.0,5,21,19,45,19,0,1395
7629,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,08:15,25h 45m,1 stop,No info,13941.0,5,12,6,30,8,15,1545
7630,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,10:35,21:00,10h 25m,1 stop,No info,7503.0,5,18,10,35,21,0,625
7631,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,14714.0,6,1,9,0,19,0,600
7632,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,5054.0,6,24,7,35,12,10,275
7633,GoAir,Banglore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,non-stop,No info,8722.0,3,15,20,55,23,50,175
7634,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,10:05,27h 35m,1 stop,In-flight meal not included,8586.0,5,6,6,30,10,5,1655
7635,Air India,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,5228.0,6,9,21,5,23,55,170
7636,Air India,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3100.0,5,9,13,55,15,25,90
7637,IndiGo,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,6541.0,6,1,5,35,8,50,195
7638,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:15,8h 55m,1 stop,No info,8266.0,5,21,10,20,19,15,535
7639,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30,6h 55m,1 stop,No info,6628.0,6,3,18,35,1,30,415
7640,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40,12h 10m,1 stop,In-flight meal not included,9663.0,5,21,16,30,4,40,730
7641,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,9899.0,6,12,16,30,22,35,365
7642,IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,04:55,21:20,16h 25m,2 stops,No info,6223.0,3,27,4,55,21,20,985
7643,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,5380.0,6,9,15,15,20,30,315
7644,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,7740.0,6,6,7,30,21,0,810
7645,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,9899.0,6,12,6,30,19,50,800
7646,Jet Airways,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5198.0,5,18,11,10,14,5,175
7647,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,04:25,23h,2 stops,In-flight meal not included,9254.0,3,27,5,25,4,25,1380
7648,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,10:05,20h,1 stop,No info,14388.0,5,18,14,5,10,5,1200
7649,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,09:05,25h 55m,1 stop,No info,8137.0,5,6,7,10,9,5,1555
7650,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,19:15,23h,2 stops,No info,13591.0,5,9,20,15,19,15,1380
7651,SpiceJet,Kolkata,Banglore,CCU ? KNU ? BLR,11:35,18:50,7h 15m,1 stop,No info,8479.0,5,12,11,35,18,50,435
7652,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,18:15,23h 20m,1 stop,In-flight meal not included,10844.0,5,15,18,55,18,15,1400
7653,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,20:25,26h 55m,1 stop,No info,10203.0,6,12,17,30,20,25,1615
7654,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6938.0,6,12,14,20,22,30,490
7655,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,09:45,22:30,12h 45m,1 stop,No info,9646.0,6,15,9,45,22,30,765
7656,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,6593.0,6,1,16,0,21,0,300
7657,Vistara Premium economy,Chennai,Kolkata,MAA ? CCU,07:05,09:20,2h 15m,non-stop,No info,9125.0,3,1,7,5,9,20,135
7658,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,15:15,01:30,10h 15m,1 stop,No info,7670.0,5,15,15,15,1,30,615
7659,Air India,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,23:15,8h 45m,2 stops,No info,15894.0,6,6,14,30,23,15,525
7660,Jet Airways,Kolkata,Banglore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608.0,5,15,10,20,17,35,435
7661,GoAir,Delhi,Cochin,DEL ? AMD ? COK,07:25,13:20,5h 55m,1 stop,No info,5842.0,5,21,7,25,13,20,355
7662,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No info,4466.0,3,27,8,45,13,15,270
7663,IndiGo,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,6,24,13,15,15,35,140
7664,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,23:00,11h 20m,1 stop,No info,13555.0,3,18,11,40,23,0,680
7665,Air India,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,10979.0,6,3,10,0,19,15,555
7666,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,15129.0,5,18,5,30,19,0,810
7667,Air India,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,5674.0,3,21,14,10,17,10,180
7668,Vistara,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,5613.0,4,27,9,45,12,35,170
7669,SpiceJet,Kolkata,Banglore,CCU ? BLR,22:20,00:40,2h 20m,non-stop,No check-in baggage included,5725.0,3,24,22,20,0,40,140
7670,IndiGo,Banglore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,non-stop,No info,10067.0,3,9,16,55,19,45,170
7671,SpiceJet,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4885.0,4,12,9,30,12,20,170
7672,Air India,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25,27h 20m,1 stop,No info,7690.0,6,9,6,5,9,25,1640
7673,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,20:30,01:35,5h 5m,1 stop,No info,8258.0,3,3,20,30,1,35,305
7674,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:00,21:00,14h,1 stop,No info,7408.0,6,12,7,0,21,0,840
7675,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844.0,5,24,8,25,20,45,740
7676,Jet Airways,Delhi,Cochin,DEL ? MAA ? BOM ? COK,16:10,18:50,26h 40m,2 stops,In-flight meal not included,8728.0,3,21,16,10,18,50,1600
7677,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,9h 35m,1 stop,No info,5894.0,6,24,11,25,21,0,575
7678,Air India,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4435.0,3,12,20,45,23,20,155
7679,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050.0,5,21,2,55,4,20,85
7680,IndiGo,Kolkata,Banglore,CCU ? BLR,22:15,00:50,2h 35m,non-stop,No info,4174.0,4,15,22,15,0,50,155
7681,Air India,Delhi,Cochin,DEL ? MAA ? COK,09:45,09:25,23h 40m,1 stop,No info,5957.0,3,27,9,45,9,25,1420
7682,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,21:05,28h 5m,1 stop,No info,12692.0,6,9,17,0,21,5,1685
7683,IndiGo,Banglore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,non-stop,No info,7303.0,3,24,16,55,19,45,170
7684,Air India,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,11:05,16h 5m,1 stop,No info,6117.0,5,1,19,0,11,5,965
7685,IndiGo,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,6015.0,5,12,5,35,8,50,195
7686,Air India,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,05:35,20h 10m,2 stops,No info,11642.0,6,9,9,25,5,35,1210
7687,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:15,12h 35m,1 stop,No info,7564.0,5,18,6,40,19,15,755
7688,IndiGo,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823.0,4,24,16,55,19,55,180
7689,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,11h 5m,1 stop,No info,6442.0,6,27,5,5,16,10,665
7690,Air India,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,11:05,16h 5m,1 stop,No info,6327.0,6,9,19,0,11,5,965
7691,Air India,Delhi,Cochin,DEL ? BLR ? COK,09:45,08:15,22h 30m,1 stop,No info,7416.0,3,27,9,45,8,15,1350
7692,Air India,Delhi,Cochin,DEL ? LKO ? BOM ? COK,07:10,07:40,24h 30m,2 stops,No info,14588.0,5,27,7,10,7,40,1470
7693,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30,15h 30m,1 stop,No info,7198.0,6,12,10,0,1,30,930
7694,Air India,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,8669.0,6,27,7,0,19,15,735
7695,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,06:40,21:00,14h 20m,1 stop,No info,6093.0,6,9,6,40,21,0,860
7696,Air India,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,12:30,22h,2 stops,No info,15107.0,5,9,14,30,12,30,1320
7697,Air India,Delhi,Cochin,DEL ? BOM ? COK,09:00,07:40,22h 40m,1 stop,No info,8372.0,5,18,9,0,7,40,1360
7698,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,7064.0,4,1,8,25,22,35,850
7699,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,22:55,15h 45m,1 stop,No info,12732.0,3,24,7,10,22,55,945
7700,SpiceJet,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0,6,27,17,45,20,5,140
7701,IndiGo,Banglore,New Delhi,BLR ? DEL,08:30,11:30,3h,non-stop,No info,7303.0,3,24,8,30,11,30,180
7702,Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,2 stops,No info,10991.0,6,6,5,50,20,25,875
7703,Air India,Banglore,New Delhi,BLR ? VGA ? DEL,10:30,11:20,24h 50m,1 stop,No info,10321.0,3,9,10,30,11,20,1490
7704,IndiGo,Banglore,Delhi,BLR ? DEL,13:00,15:50,2h 50m,non-stop,No info,3943.0,6,6,13,0,15,50,170
7705,IndiGo,Delhi,Cochin,DEL ? MAA ? COK,07:15,12:30,5h 15m,1 stop,No info,5636.0,5,21,7,15,12,30,315
7706,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,4268.0,4,9,15,15,20,5,290
7707,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,13014.0,6,9,5,30,19,0,810
7708,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,No info,13727.0,5,9,9,0,21,0,720
7709,IndiGo,Kolkata,Banglore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,4174.0,4,9,15,15,17,45,150
7710,Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,10493.0,3,27,12,0,19,15,435
7711,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,10:35,21:00,10h 25m,1 stop,No info,6794.0,5,21,10,35,21,0,625
7712,IndiGo,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,02:15,5h 15m,1 stop,No info,7228.0,5,12,21,0,2,15,315
7713,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,18:25,11h 25m,1 stop,No info,26890.0,3,1,7,0,18,25,685
7714,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:10,16:10,9h,1 stop,No info,7038.0,6,1,7,10,16,10,540
7715,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,08:15,25h 45m,1 stop,In-flight meal not included,7064.0,4,1,6,30,8,15,1545
7716,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,23:25,26h 15m,1 stop,In-flight meal not included,10031.0,3,24,21,10,23,25,1575
7717,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40,8h 40m,1 stop,In-flight meal not included,9663.0,5,6,20,0,4,40,520
7718,Air Asia,Banglore,Delhi,BLR ? DEL,23:55,02:45,2h 50m,non-stop,No info,4483.0,5,1,23,55,2,45,170
7719,Jet Airways,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769.0,6,3,8,20,11,20,180
7720,IndiGo,Kolkata,Banglore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,4804.0,4,24,15,15,17,45,150
7721,Air India,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4145.0,5,15,20,45,23,20,155
7722,Air India,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4880.0,5,18,20,45,23,20,155
7723,SpiceJet,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0,6,6,9,45,12,0,135
7724,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,21:20,12h 25m,1 stop,1 Long layover,27992.0,3,1,8,55,21,20,745
7725,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,7191.0,5,9,7,30,21,0,810
7726,Vistara,Banglore,Delhi,BLR ? DEL,07:00,09:40,2h 40m,non-stop,No info,5403.0,4,1,7,0,9,40,160
7727,Jet Airways,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812.0,6,9,11,40,19,0,440
7728,Jet Airways,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544.0,4,9,19,50,22,50,180
7729,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,5h 40m,1 stop,No info,11410.0,6,3,16,45,22,25,340
7730,IndiGo,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,4332.0,5,3,11,35,14,0,145
7731,Jet Airways,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544.0,4,15,17,45,20,45,180
7732,IndiGo,Kolkata,Banglore,CCU ? MAA ? BLR,06:20,10:20,4h,1 stop,No info,4226.0,5,24,6,20,10,20,240
7733,Air India,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4145.0,6,3,20,45,23,20,155
7734,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,14848.0,6,27,10,0,19,15,555
7735,IndiGo,Banglore,Delhi,BLR ? DEL,00:30,03:25,2h 55m,non-stop,No info,3419.0,4,3,0,30,3,25,175
7736,Jet Airways,Banglore,New Delhi,BLR ? DEL,18:55,21:55,3h,non-stop,No info,7229.0,3,24,18,55,21,55,180
7737,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No info,5830.0,6,3,8,45,13,15,270
7738,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,07:40,17h 35m,1 stop,In-flight meal not included,10972.0,3,18,14,5,7,40,1055
7739,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,08:10,13h 15m,1 stop,No info,14231.0,3,24,18,55,8,10,795
7740,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,19:50,24h 55m,1 stop,In-flight meal not included,10844.0,6,9,18,55,19,50,1495
7741,SpiceJet,Kolkata,Banglore,CCU ? IXB ? BLR,11:15,18:30,7h 15m,1 stop,No info,11468.0,5,12,11,15,18,30,435
7742,Air Asia,Kolkata,Banglore,CCU ? BLR,22:50,01:20,2h 30m,non-stop,No info,4409.0,5,18,22,50,1,20,150
7743,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35,22h,2 stops,No info,13376.0,6,27,14,35,12,35,1320
7744,IndiGo,Banglore,Delhi,BLR ? DEL,23:30,02:20,2h 50m,non-stop,No info,4077.0,6,21,23,30,2,20,170
7745,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,21:05,11h 30m,1 stop,No info,13067.0,5,9,9,35,21,5,690
7746,IndiGo,Banglore,Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,6,6,7,10,10,5,175
7747,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,06:50,19:15,12h 25m,1 stop,In-flight meal not included,14817.0,3,9,6,50,19,15,745
7748,IndiGo,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,4326.0,3,24,7,55,10,15,140
7749,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:00,21:00,14h,1 stop,No info,15603.0,3,3,7,0,21,0,840
7750,Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,23:15,30h 30m,2 stops,No info,13885.0,3,24,16,45,23,15,1830
7751,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,09:00,21h 20m,1 stop,No info,17261.0,3,6,11,40,9,0,1280
7752,Multiple carriers,Delhi,Cochin,DEL ? GWL ? IDR ? BOM ? COK,11:35,21:00,9h 25m,3 stops,No info,15629.0,6,9,11,35,21,0,565
7753,Air India,Kolkata,Banglore,CCU ? BBI ? HYD ? BLR,09:10,04:40,19h 30m,2 stops,No info,6117.0,5,6,9,10,4,40,1170
7754,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25,29h 20m,2 stops,No info,12819.0,6,24,23,5,4,25,1760
7755,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,18:15,01:30,7h 15m,1 stop,No info,13377.0,5,27,18,15,1,30,435
7756,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,15:15,8h 15m,1 stop,No info,26890.0,3,1,7,0,15,15,495
7757,IndiGo,Banglore,Delhi,BLR ? DEL,00:30,03:25,2h 55m,non-stop,No info,3419.0,5,15,0,30,3,25,175
7758,Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,23:15,13h 25m,2 stops,No info,14960.0,5,15,9,50,23,15,805
7759,Air India,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,11185.0,3,3,19,30,20,45,75
7760,Air India,Delhi,Cochin,DEL ? BOM ? COK,19:00,19:15,24h 15m,1 stop,No info,8372.0,5,27,19,0,19,15,1455
7761,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262.0,6,6,2,15,12,35,620
7762,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,13:45,20h 55m,2 stops,No info,11542.0,6,12,16,50,13,45,1255
7763,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,15:05,20:20,5h 15m,1 stop,No info,4649.0,4,3,15,5,20,20,315
7764,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,19:40,21:10,1h 30m,non-stop,No info,5678.0,3,9,19,40,21,10,90
7765,SpiceJet,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No info,3971.0,6,1,9,30,12,20,170
7766,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:10,16:10,9h,1 stop,No info,7878.0,6,3,7,10,16,10,540
7767,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,13014.0,6,27,5,30,19,0,810
7768,IndiGo,Banglore,Delhi,BLR ? DEL,06:05,08:50,2h 45m,non-stop,No info,4423.0,5,1,6,5,8,50,165
7769,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,14:00,04:25,14h 25m,1 stop,In-flight meal not included,10262.0,6,1,14,0,4,25,865
