,Total_Stops,Additional_Info,Route1,Route2,Route3,Route4,Route5,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Banglore,Chennai,Delhi,Kolkata,Mumbai,Banglore,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
9129,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1739903182721239,6,6,18,55,19,50,1495,0.006412613483697963
9130,2,8,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2476181282214753,5,27,23,5,4,25,1760,0.005468428867490001
9131,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.003204336615357015,6,9,8,20,11,20,180,0.04994066425579417
9132,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.999801723370917,6,6,21,25,0,5,160,0.05298382700877745
9133,1,8,0,20,8,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8757707479882063,3,9,6,50,12,15,325,0.02627912118910026
9134,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.3692960816042787,5,18,8,25,8,15,1430,0.006416897146975241
9135,2,8,2,25,9,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.908278972699115,6,9,5,50,12,30,1840,0.0051365463330809965
9136,0,8,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.6660134343574482,5,12,20,55,23,40,165,0.04931755048519182
9137,1,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6386202669583404,3,12,22,55,10,45,710,0.013117772847084062
9138,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.2751741962845646,4,12,22,15,0,50,155,0.05378625572441907
9139,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,9,8,0,4,25,1225,0.00753983712134344
9140,2,8,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8906451571687614,6,15,9,35,12,35,1620,0.0058285465610857816
9141,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-1.056058861962852,6,3,7,0,9,40,160,0.05280437621856836
9142,0,7,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.7507876953226704,5,24,22,45,0,15,90,0.08426395889674569
9143,0,8,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.3347335288463567,6,1,6,25,7,55,90,0.09229413511222871
9144,0,8,2,5,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8465176519648818,4,12,14,15,16,45,150,0.05703762918526993
9145,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.999801723370917,5,18,20,20,22,55,155,0.054692982718738015
9146,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.08886433416394295,3,3,13,0,15,50,170,0.05260194234895215
9147,0,8,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.4334535298237239,5,3,7,55,10,15,140,0.05897205809867793
9148,0,8,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.5251845657485713,4,15,10,0,12,45,165,0.05284632799700217
9149,0,8,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.59788949396779,6,18,5,15,7,40,145,0.05635975484215106
9150,1,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2589954823227716,3,15,5,45,11,25,340,0.026823142555329728
9151,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5952024201100283,6,6,18,55,22,35,1660,0.005597264712807816
9152,0,8,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8158378584218221,6,3,22,5,0,25,140,0.061223589407594786
9153,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.89307112581552,4,6,16,0,21,0,300,0.02843961580053076
9154,0,7,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4380380010566371,6,24,6,55,9,30,155,0.05324998931179678
9155,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.601155431980455,6,3,7,30,19,0,690,0.013470286492728849
9156,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.7685250680269053,3,27,17,30,19,45,1575,0.005457428374210796
9157,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1166872861450847,6,9,17,0,9,45,1005,0.009510060931183702
9158,2,8,3,3,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1285579952856146,6,3,18,25,12,35,1090,0.008774008922627356
9159,0,8,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.0896704354558437,6,24,1,40,3,10,90,0.08801303023985571
9160,1,8,2,14,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6769423554170376,5,18,7,0,20,25,805,0.011594009045882293
9161,1,8,2,14,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8476492437794614,5,1,22,40,10,40,720,0.01188203728311711
9162,0,8,4,8,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.5181926252863855,6,12,7,5,9,20,135,0.06083584877538136
9163,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8247558345655261,6,3,3,50,19,0,910,0.010339139885231061
9164,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9350433474235934,5,27,13,0,19,0,360,0.026291402966569823
9165,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2208889171387896,6,9,19,45,19,0,1395,0.006889457303412762
9166,1,8,2,31,3,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.11321438641639951,5,24,11,35,18,50,435,0.020794174089163103
9167,1,5,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.2783276027708407,5,27,14,0,1,30,690,0.012819758342522008
9168,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.1656602535721125,6,27,6,40,19,15,755,0.011792232626537136
9169,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8247558345655261,6,6,9,0,19,0,600,0.015681028825933776
9170,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.386698351984509,5,3,21,15,0,15,180,0.04599972619845848
9171,2,8,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2476181282214753,5,6,19,10,19,0,1430,0.006730373990756924
9172,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.7696124889256793,4,9,7,0,9,40,160,0.05371809186925056
9173,2,8,3,32,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.079085599583032,6,27,9,25,4,25,1140,0.008367035393890178
9174,0,8,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6723586419972314,3,21,19,35,21,5,90,0.09605033822086036
9175,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.7696124889256793,4,27,11,30,14,20,170,0.05055820411223582
9176,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.9698564922700793,6,27,21,0,23,50,170,0.049957032704799044
9177,2,8,3,20,22,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.4093010730648522,3,27,6,40,21,20,880,0.009975895373982614
9178,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.0108426545286051,3,24,1,30,4,15,165,0.05134410501748943
9179,0,8,1,19,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.5514118439281506,6,6,13,55,15,25,90,0.09106539323683106
9180,2,8,2,2,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.28541314307760607,4,1,12,0,18,30,1830,0.004990902366365053
9181,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,6,13,0,19,0,360,0.02565639020457143
9182,4,4,0,9,1,10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.5535715557180603,3,1,5,50,11,20,1770,0.0055257543420535555
9183,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.2751741962845646,4,3,15,15,17,45,150,0.05557913091523304
9184,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.13106936749826503,5,21,10,20,1,30,910,0.009803065811499314
9185,2,8,2,28,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6623319460861757,5,18,8,20,11,10,1610,0.005792372995662271
9186,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8133131589635473,5,1,17,0,21,5,1685,0.0055802832418464276
9187,2,8,2,28,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5684624959844712,5,21,8,20,18,30,610,0.015209528011624911
9188,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.853627815620424,5,9,11,30,19,0,450,0.02094078394686874
9189,1,8,2,37,3,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.4436898850561728,5,21,8,35,17,15,520,0.01684853232084267
9190,2,8,3,41,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.4843444690564622,3,6,17,55,4,25,2070,0.004707851955203494
9191,2,5,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5072597667405867,6,9,9,40,12,35,1615,0.00572543397186271
9192,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.9920693065897003,5,24,18,25,21,20,175,0.04846490707661155
9193,1,8,3,6,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.402820758539165,3,3,9,45,23,0,795,0.012847822737843465
9194,0,8,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.5056663971195885,6,12,20,5,21,40,95,0.08114589053733869
9195,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.108368033585613,3,9,0,40,3,25,165,0.05104244245098478
9196,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.2874142962741735,3,21,17,15,19,55,160,0.052066391377080426
9197,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.2874142962741735,3,12,15,10,17,45,155,0.05374595238924431
9198,2,8,0,20,27,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.09040188420817202,3,21,8,15,11,20,1625,0.00550248952322639
9199,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,3,16,0,12,35,1235,0.007478785808620012
9200,0,5,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.3439471758893091,5,24,8,20,11,20,180,0.0461209431284287
9201,0,8,3,10,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.9214651980180245,6,27,14,25,17,40,195,0.04367893934060976
9202,1,8,3,37,6,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8206697996437373,6,9,8,45,13,15,270,0.03173643120210398
9203,0,5,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.19924611486357646,6,1,18,55,22,0,185,0.04803240170352871
9204,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5463601615294493,6,3,8,0,19,0,660,0.014040199472160493
9205,2,8,2,25,9,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.908278972699115,5,24,5,50,8,55,1625,0.005816150924842483
9206,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1931243671220555,6,1,21,50,4,25,395,0.02429524724219639
9207,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.14340971048205345,3,21,2,15,4,25,1570,0.0056780201975741035
9208,1,8,2,14,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.47583023526215823,5,15,20,30,20,25,1435,0.006432428626663207
9209,0,8,2,5,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4683603686276618,3,27,22,50,1,20,150,0.05492181749755353
9210,2,8,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9525849275819283,6,12,5,30,19,0,810,0.011696120762257612
9211,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.01708582116918635,5,15,19,0,1,30,390,0.023067703336956118
9212,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.999801723370917,5,9,15,30,18,5,155,0.054692982718738015
9213,1,8,2,2,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.9754868156055516,5,9,7,10,12,40,330,0.02572673331703062
9214,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2483949806095622,3,6,6,40,18,50,730,0.013184700399029671
9215,1,8,2,7,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.08692958759048051,6,6,16,50,11,10,1100,0.008210955160268726
9216,2,8,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9939958977651787,6,9,5,30,4,25,1375,0.006905449352630981
9217,0,8,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.21502767053352226,6,15,17,0,19,45,165,0.05380569596803044
9218,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8133131589635473,5,6,9,35,21,5,690,0.01362721342392932
9219,2,8,3,16,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7529095455979773,6,12,10,55,19,15,500,0.018743897774345195
9220,1,6,0,20,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.014900535540546274,3,1,5,15,10,0,285,0.03156241751073442
9221,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,6,15,0,19,0,1680,0.005497797900979592
9222,0,8,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8158378584218221,5,3,22,5,0,25,140,0.061223589407594786
9223,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.003204336615357015,6,9,17,45,20,45,180,0.04994066425579417
9224,2,8,1,0,17,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6831707617398841,3,12,5,30,14,50,560,0.01667206445099829
9225,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.10274591457326303,6,12,6,30,4,40,1330,0.006718229635360807
9226,0,8,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.135274275375355,6,3,11,10,13,55,165,0.05095921687389121
9227,2,8,3,1,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3892293496163102,5,18,20,0,4,25,505,0.0192014046639766
9228,2,8,2,14,7,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9867600899071102,5,12,10,0,1,20,920,0.010316630324638192
9229,0,5,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.414133759152824,6,12,6,0,8,45,165,0.053189827008787625
9230,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3281724729138582,3,6,23,5,4,25,320,0.030204836162434877
9231,2,8,2,2,14,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.0648914141364207,4,3,9,10,4,40,1170,0.00721725837481346
9232,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.003204336615357015,6,3,19,50,22,50,180,0.04994066425579417
9233,0,8,2,5,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.2888315485402952,6,12,20,45,23,20,155,0.05374128576126274
9234,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.012712809917520074,3,27,7,30,21,0,810,0.011103916585677035
9235,2,8,3,20,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8593199308413741,5,18,17,15,19,15,1560,0.0060424729988452905
9236,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.5519305031771063,3,24,9,35,12,20,165,0.05276359826853273
9237,0,8,2,5,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.3068727093336074,5,21,22,50,1,20,150,0.055471277140322996
9238,2,8,3,4,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7790721489019804,5,21,5,55,7,40,1545,0.006074628850720936
9239,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.28844753752594,3,1,22,50,23,0,1450,0.007003893840633699
9240,2,8,2,7,7,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.7031064425375907,6,6,9,25,1,20,955,0.00978694316903293
9241,1,8,3,6,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.515288025548274,4,24,16,45,22,25,340,0.025660867784530857
9242,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5952024201100283,6,9,21,10,23,35,1585,0.005862119509943833
9243,0,8,4,8,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.790715952430129,5,24,17,45,20,5,140,0.06708031612630369
9244,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.087394810179866,5,9,6,30,16,20,590,0.01617400194245143
9245,1,8,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.27973893408050127,3,27,14,20,22,20,480,0.018426901981040727
9246,2,8,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.274626350161174,6,27,13,25,19,0,1775,0.005429982577420421
9247,2,8,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.8007380186522504,3,3,5,25,18,50,2245,0.004412798344187535
9248,1,5,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.5341665449404767,6,15,14,55,22,30,455,0.019153977933067372
9249,1,8,3,7,6,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6025958666510918,3,21,19,0,1,35,395,0.023532235035428218
9250,1,8,3,6,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.20969146580298717,6,1,13,30,23,0,570,0.015955622856802208
9251,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.3692960816042787,5,6,6,30,20,45,855,0.010732354292601866
9252,1,8,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.218035117282818,4,27,5,5,12,10,425,0.02088565862354574
9253,1,8,3,7,6,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6705202392559064,3,21,7,30,15,30,480,0.019437290847987128
9254,0,8,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6723586419972314,4,1,19,35,21,5,90,0.09605033822086036
9255,0,8,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6723586419972314,5,27,2,55,4,20,85,0.10170035811620508
9256,1,8,3,6,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.20969146580298717,6,6,9,45,23,0,795,0.01143988053883932
9257,0,5,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.789566466999393,6,27,2,55,4,20,85,0.094992208165759
9258,0,8,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.2732552108821669,5,15,6,10,8,55,165,0.05362558829315991
9259,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.206526909537699,3,6,14,5,8,15,1090,0.008810516474207305
9260,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.7046447302732883,5,6,20,25,22,5,1540,0.006069685601950169
9261,2,5,3,34,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6087059275379955,6,15,14,35,12,35,1320,0.007044205491893103
9262,1,8,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.24500390117411402,6,3,14,25,19,35,310,0.0293958953003522
9263,1,8,2,33,3,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.0640485011647263,5,1,15,5,20,20,315,0.026808325392321912
9264,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.9920693065897003,6,3,18,25,21,20,175,0.04846490707661155
9265,1,8,2,33,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.3990710222049053,5,21,14,35,14,35,1440,0.006100006299435161
9266,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.005114765304966,3,6,5,45,12,25,400,0.025027601656752125
9267,2,5,3,3,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3144532170554661,3,9,10,45,4,25,1060,0.009111835503547647
9268,1,8,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.057859686829681255,4,1,20,20,22,55,1595,0.005616397576933694
9269,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.999801723370917,5,3,4,40,7,15,155,0.054692982718738015
9270,2,5,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5072597667405867,6,15,19,30,12,35,1025,0.009021049623959295
9271,0,8,3,10,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.08247083122384279,3,3,21,5,0,20,195,0.04587483728618922
