,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6
8826,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,6,6,14,5,23,35,570,25.563157894736843,CCU,BOM,BLR,None,None,None
8827,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,12,19,45,4,25,520,19.734615384615385,DEL,BOM,COK,None,None,None
8828,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10577,6,9,20,55,19,0,1325,7.982641509433963,DEL,BOM,COK,None,None,None
8829,Vistara,Mumbai,Hyderabad,1 stop,No info,12395,3,6,20,55,22,55,1560,7.94551282051282,BOM,DEL,HYD,None,None,None
8830,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,4,27,6,55,9,30,155,24.780645161290323,CCU,BLR,None,None,None,None
8831,Air Asia,Delhi,Cochin,1 stop,No info,8759,6,3,7,55,15,45,470,18.636170212765958,DEL,BLR,COK,None,None,None
8832,IndiGo,Delhi,Cochin,1 stop,No info,7738,3,21,4,45,15,30,645,11.996899224806201,DEL,BOM,COK,None,None,None
8833,IndiGo,Delhi,Cochin,1 stop,No info,7503,5,18,15,0,1,30,630,11.90952380952381,DEL,BOM,COK,None,None,None
8834,IndiGo,Delhi,Cochin,1 stop,No info,5883,6,3,11,25,1,30,845,6.962130177514793,DEL,BOM,COK,None,None,None
8835,Jet Airways,Kolkata,Banglore,1 stop,No info,12692,6,12,20,25,9,45,800,15.865,CCU,DEL,BLR,None,None,None
8836,IndiGo,Banglore,Delhi,non-stop,No info,4823,4,15,8,30,11,20,170,28.370588235294118,BLR,DEL,None,None,None,None
8837,SpiceJet,Mumbai,Hyderabad,non-stop,No info,2017,5,27,5,45,7,15,90,22.41111111111111,BOM,HYD,None,None,None,None
8838,Air India,Delhi,Cochin,2 stops,No info,8603,6,12,12,0,7,40,1180,7.290677966101695,DEL,JAI,BOM,COK,None,None
8839,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,6,21,11,10,14,5,175,32.965714285714284,BLR,DEL,None,None,None,None
8840,Jet Airways,Kolkata,Banglore,1 stop,No info,12681,4,1,18,55,18,15,1400,9.057857142857143,CCU,BOM,BLR,None,None,None
8841,SpiceJet,Banglore,Delhi,non-stop,No info,3625,6,24,5,55,8,35,160,22.65625,BLR,DEL,None,None,None,None
8842,IndiGo,Delhi,Cochin,1 stop,No info,8854,5,9,9,15,1,30,975,9.081025641025642,DEL,BOM,COK,None,None,None
8843,IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,5,15,2,35,4,5,90,30.6,BOM,HYD,None,None,None,None
8844,Air India,Delhi,Cochin,1 stop,No info,8372,6,12,10,0,19,15,555,15.084684684684685,DEL,BOM,COK,None,None,None
8845,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,12,16,0,12,35,1235,8.309311740890688,DEL,BOM,COK,None,None,None
8846,Air India,Chennai,Kolkata,non-stop,No info,10810,3,3,11,40,13,55,135,80.07407407407408,MAA,CCU,None,None,None,None
8847,IndiGo,Chennai,Kolkata,non-stop,No info,3540,6,15,5,15,7,40,145,24.413793103448278,MAA,CCU,None,None,None,None
8848,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,6,18,55,22,0,185,43.32972972972973,BLR,DEL,None,None,None,None
8849,IndiGo,Banglore,New Delhi,non-stop,No info,6860,3,9,10,30,13,20,170,40.35294117647059,BLR,DEL,None,None,None,None
8850,Air Asia,Delhi,Cochin,1 stop,No info,6451,4,27,16,45,22,25,340,18.973529411764705,DEL,BLR,COK,None,None,None
8851,Jet Airways,Kolkata,Banglore,1 stop,No info,13067,5,6,20,25,15,5,1120,11.666964285714286,CCU,DEL,BLR,None,None,None
8852,Jet Airways,Kolkata,Banglore,1 stop,No info,11467,5,6,17,0,18,0,1500,7.644666666666667,CCU,DEL,BLR,None,None,None
8853,Air India,Kolkata,Banglore,1 stop,No info,10203,5,9,10,0,23,15,795,12.833962264150943,CCU,DEL,BLR,None,None,None
8854,Air Asia,Kolkata,Banglore,non-stop,No info,4082,3,12,22,50,1,20,150,27.213333333333335,CCU,BLR,None,None,None,None
8855,Air India,Delhi,Cochin,2 stops,No info,13276,5,21,10,55,19,15,500,26.552,DEL,GOI,BOM,COK,None,None
8856,Jet Airways,Banglore,New Delhi,2 stops,No info,23001,3,9,8,55,15,55,420,54.76428571428571,BLR,BOM,JDH,DEL,None,None
8857,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,18,55,20,45,1550,6.9961290322580645,CCU,BOM,BLR,None,None,None
8858,IndiGo,Banglore,Delhi,non-stop,No info,4990,6,27,18,55,21,50,175,28.514285714285716,BLR,DEL,None,None,None,None
8859,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,10037,3,9,5,50,15,0,550,18.24909090909091,BLR,BDQ,DEL,None,None,None
8860,Jet Airways,Kolkata,Banglore,1 stop,No info,14388,5,6,20,0,4,40,520,27.66923076923077,CCU,BOM,BLR,None,None,None
8861,IndiGo,Banglore,New Delhi,non-stop,No info,7303,3,24,16,55,19,45,170,42.95882352941177,BLR,DEL,None,None,None,None
8862,Air India,Delhi,Cochin,2 stops,No info,12287,3,3,21,30,19,15,1305,9.415325670498085,DEL,HYD,BOM,COK,None,None
8863,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,14,5,20,45,400,27.11,CCU,BOM,BLR,None,None,None
8864,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,5,24,10,20,11,50,90,55.5,BOM,HYD,None,None,None,None
8865,Multiple carriers,Delhi,Cochin,1 stop,No info,9794,5,27,11,40,19,0,440,22.259090909090908,DEL,BOM,COK,None,None,None
8866,IndiGo,Kolkata,Banglore,1 stop,No info,4226,6,6,6,20,10,20,240,17.608333333333334,CCU,MAA,BLR,None,None,None
8867,IndiGo,Delhi,Cochin,1 stop,No info,7318,3,21,11,30,1,35,845,8.6603550295858,DEL,BOM,COK,None,None,None
8868,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529,6,12,20,0,8,15,735,11.604081632653061,CCU,BOM,BLR,None,None,None
8869,Air India,Kolkata,Banglore,2 stops,No info,9416,6,12,12,0,18,30,1830,5.14535519125683,CCU,BBI,BOM,BLR,None,None
8870,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11507,6,3,9,35,12,35,1620,7.103086419753087,DEL,IDR,BOM,COK,None,None
8871,Air India,Kolkata,Banglore,2 stops,No info,9920,4,1,16,45,8,55,970,10.22680412371134,CCU,GAU,DEL,BLR,None,None
8872,Multiple carriers,Delhi,Cochin,1 stop,No info,7038,5,18,7,10,16,10,540,13.033333333333333,DEL,HYD,COK,None,None,None
8873,GoAir,Delhi,Cochin,1 stop,No info,4959,6,3,7,0,12,55,355,13.969014084507043,DEL,BOM,COK,None,None,None
8874,Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,6,9,7,5,8,30,85,66.8,BOM,HYD,None,None,None,None
8875,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7229,6,9,8,20,11,20,180,40.16111111111111,BLR,DEL,None,None,None,None
8876,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,4,1,16,30,23,35,425,16.621176470588235,CCU,BOM,BLR,None,None,None
8877,IndiGo,Banglore,Delhi,non-stop,No info,4823,4,6,8,30,11,20,170,28.370588235294118,BLR,DEL,None,None,None,None
8878,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,5,24,16,30,22,35,365,39.92054794520548,CCU,BOM,BLR,None,None,None
8879,IndiGo,Kolkata,Banglore,non-stop,No info,4148,3,27,9,35,12,20,165,25.13939393939394,CCU,BLR,None,None,None,None
8880,Air India,Kolkata,Banglore,2 stops,No info,13873,5,24,10,0,1,20,920,15.079347826086957,CCU,DEL,COK,BLR,None,None
8881,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,24,13,0,12,35,1415,7.252296819787986,DEL,BOM,COK,None,None,None
8882,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,21,19,10,19,0,1430,10.579720279720279,DEL,AMD,BOM,COK,None,None
8883,Multiple carriers,Delhi,Cochin,1 stop,No info,6645,4,9,11,40,1,30,830,8.006024096385541,DEL,BOM,COK,None,None,None
8884,IndiGo,Kolkata,Banglore,non-stop,No info,4804,5,1,17,15,19,50,155,30.993548387096773,CCU,BLR,None,None,None,None
8885,IndiGo,Banglore,New Delhi,1 stop,No info,5746,3,9,11,20,15,25,245,23.453061224489797,BLR,STV,DEL,None,None,None
8886,GoAir,Delhi,Cochin,1 stop,No info,5199,6,9,5,55,13,35,460,11.302173913043479,DEL,HYD,COK,None,None,None
8887,IndiGo,Chennai,Kolkata,non-stop,No info,4332,3,18,19,35,21,55,140,30.942857142857143,MAA,CCU,None,None,None,None
8888,IndiGo,Delhi,Cochin,1 stop,No info,6416,6,1,11,25,21,0,575,11.158260869565217,DEL,BOM,COK,None,None,None
8889,Air India,Banglore,New Delhi,2 stops,No info,12935,3,18,6,45,16,20,575,22.495652173913044,BLR,BOM,JDH,DEL,None,None
8890,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,3,21,8,55,20,20,685,11.433576642335767,BLR,BOM,DEL,None,None,None
8891,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,5,1,16,30,4,40,730,11.761643835616438,CCU,BOM,BLR,None,None,None
8892,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,6,24,15,15,18,10,175,32.965714285714284,BLR,DEL,None,None,None,None
8893,Jet Airways,Mumbai,Hyderabad,non-stop,No info,8040,5,21,10,20,11,50,90,89.33333333333333,BOM,HYD,None,None,None,None
8894,Vistara,Delhi,Cochin,non-stop,No info,12411,3,6,6,0,9,10,190,65.32105263157895,DEL,COK,None,None,None,None
8895,Air India,Kolkata,Banglore,1 stop,No info,8366,6,9,9,25,21,50,745,11.229530201342282,CCU,BOM,BLR,None,None,None
8896,Multiple carriers,Delhi,Cochin,1 stop,No info,7354,6,3,7,30,19,15,705,10.431205673758866,DEL,BOM,COK,None,None,None
8897,Air India,Banglore,New Delhi,2 stops,Change airports,13576,3,1,11,5,22,10,665,20.415037593984962,BLR,CCU,GAU,DEL,None,None
8898,Multiple carriers,Delhi,Cochin,1 stop,No info,11622,6,3,9,15,19,0,585,19.866666666666667,DEL,BOM,COK,None,None,None
8899,Air India,Kolkata,Banglore,2 stops,No info,12723,6,6,5,50,23,15,1045,12.17511961722488,CCU,IXR,DEL,BLR,None,None
8900,Jet Airways,Kolkata,Banglore,1 stop,No info,13759,3,24,8,25,23,25,900,15.287777777777778,CCU,BOM,BLR,None,None,None
8901,IndiGo,Delhi,Cochin,1 stop,No info,6412,5,15,16,10,22,30,380,16.873684210526317,DEL,HYD,COK,None,None,None
8902,IndiGo,Delhi,Cochin,2 stops,No info,6494,3,27,8,35,21,20,765,8.488888888888889,DEL,HYD,MAA,COK,None,None
8903,Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,3,24,15,50,17,20,90,63.08888888888889,BOM,HYD,None,None,None,None
8904,Air India,Kolkata,Banglore,1 stop,No info,8891,5,12,9,25,11,10,1545,5.754692556634304,CCU,BOM,BLR,None,None,None
8905,Jet Airways,Delhi,Cochin,1 stop,No info,17024,3,3,21,50,18,50,1260,13.511111111111111,DEL,BOM,COK,None,None,None
8906,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,12,9,40,19,0,560,18.514285714285716,DEL,JAI,BOM,COK,None,None
8907,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,6,9,20,0,18,15,1335,10.914606741573033,CCU,BOM,BLR,None,None,None
8908,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,3,21,7,0,15,15,495,15.822222222222223,BLR,BOM,DEL,None,None,None
8909,Jet Airways,Kolkata,Banglore,1 stop,No info,14151,5,9,9,35,22,5,750,18.868,CCU,DEL,BLR,None,None,None
8910,Multiple carriers,Delhi,Cochin,1 stop,No info,7154,3,21,10,45,19,15,510,14.027450980392157,DEL,BOM,COK,None,None,None
8911,Air Asia,Kolkata,Banglore,1 stop,No info,5192,4,15,7,35,19,25,710,7.312676056338028,CCU,DEL,BLR,None,None,None
8912,Multiple carriers,Delhi,Cochin,2 stops,No info,21483,3,6,15,5,1,35,630,34.1,DEL,IDR,BOM,COK,None,None
8913,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,6812,6,6,16,30,4,40,730,9.331506849315069,CCU,BOM,BLR,None,None,None
8914,IndiGo,Banglore,New Delhi,1 stop,No info,13292,3,3,19,35,0,35,300,44.306666666666665,BLR,BOM,DEL,None,None,None
8915,IndiGo,Kolkata,Banglore,non-stop,No info,4174,4,9,22,15,0,50,155,26.929032258064517,CCU,BLR,None,None,None,None
8916,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11150,6,27,19,10,12,35,1045,10.669856459330143,DEL,AMD,BOM,COK,None,None
8917,IndiGo,Delhi,Cochin,1 stop,No info,5912,4,24,17,5,22,15,310,19.070967741935483,DEL,BLR,COK,None,None,None
8918,Air India,Delhi,Cochin,1 stop,No info,8907,6,27,13,30,23,0,570,15.626315789473685,DEL,BLR,COK,None,None,None
8919,Air India,Banglore,New Delhi,1 stop,No info,8767,3,9,17,0,3,40,640,13.6984375,BLR,GOI,DEL,None,None,None
8920,Jet Airways,Delhi,Cochin,1 stop,No info,12242,3,27,19,45,4,25,520,23.54230769230769,DEL,BOM,COK,None,None,None
8921,Air India,Kolkata,Banglore,1 stop,No info,6327,5,24,19,0,4,40,580,10.908620689655173,CCU,HYD,BLR,None,None,None
8922,SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,5,24,9,45,12,0,135,26.244444444444444,MAA,CCU,None,None,None,None
8923,Multiple carriers,Delhi,Cochin,1 stop,No info,15058,6,3,8,0,19,15,675,22.30814814814815,DEL,BOM,COK,None,None,None
8924,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,3,12,18,55,18,25,1410,7.863120567375886,BLR,BOM,DEL,None,None,None
8925,Jet Airways,Kolkata,Banglore,1 stop,No info,13941,5,9,20,0,4,40,520,26.809615384615384,CCU,BOM,BLR,None,None,None
8926,SpiceJet,Delhi,Cochin,1 stop,No info,7317,6,1,15,45,22,5,380,19.25526315789474,DEL,MAA,COK,None,None,None
8927,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,9,19,10,19,0,1430,10.579720279720279,DEL,AMD,BOM,COK,None,None
8928,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,5,24,21,10,10,5,775,12.468387096774194,CCU,BOM,BLR,None,None,None
8929,IndiGo,Delhi,Cochin,1 stop,No info,5065,4,24,16,0,21,0,300,16.883333333333333,DEL,BOM,COK,None,None,None
8930,Air India,Delhi,Cochin,1 stop,No info,8907,6,27,9,45,23,0,795,11.20377358490566,DEL,BLR,COK,None,None,None
8931,SpiceJet,Kolkata,Banglore,non-stop,No info,4148,3,21,9,0,11,30,150,27.653333333333332,CCU,BLR,None,None,None,None
8932,Multiple carriers,Delhi,Cochin,1 stop,No info,13587,6,9,14,0,21,0,420,32.35,DEL,BOM,COK,None,None,None
8933,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,6,21,50,4,25,395,25.979746835443038,DEL,BOM,COK,None,None,None
8934,Jet Airways,Banglore,New Delhi,1 stop,No info,12284,3,18,14,5,8,15,1090,11.269724770642203,BLR,BOM,DEL,None,None,None
8935,Jet Airways,Kolkata,Banglore,1 stop,No info,14781,5,15,18,55,16,20,1285,11.50272373540856,CCU,BOM,BLR,None,None,None
8936,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,5,18,8,25,9,20,1495,6.463545150501672,CCU,BOM,BLR,None,None,None
8937,IndiGo,Banglore,New Delhi,non-stop,No info,19685,3,1,13,0,15,50,170,115.79411764705883,BLR,DEL,None,None,None,None
8938,Air India,Kolkata,Banglore,1 stop,No info,10203,5,12,10,0,23,15,795,12.833962264150943,CCU,DEL,BLR,None,None,None
8939,Jet Airways,Kolkata,Banglore,1 stop,No info,13941,5,15,6,30,4,40,1330,10.481954887218045,CCU,BOM,BLR,None,None,None
8940,Air India,Banglore,New Delhi,non-stop,No info,25703,3,1,21,10,23,55,165,155.77575757575758,BLR,DEL,None,None,None,None
8941,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,9,14,0,4,25,865,11.863583815028901,DEL,BOM,COK,None,None,None
8942,SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,5,1,17,45,20,5,140,25.307142857142857,MAA,CCU,None,None,None,None
8943,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,4,6,14,55,17,25,150,25.606666666666666,CCU,BLR,None,None,None,None
8944,Jet Airways,Delhi,Cochin,1 stop,No info,15554,5,18,11,30,19,0,450,34.56444444444445,DEL,BOM,COK,None,None,None
8945,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,24,14,5,19,50,345,31.431884057971015,CCU,BOM,BLR,None,None,None
8946,Jet Airways,Kolkata,Banglore,1 stop,No info,12692,6,12,17,0,14,25,1285,9.87704280155642,CCU,DEL,BLR,None,None,None
8947,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,3210,6,9,19,35,21,5,90,35.666666666666664,BOM,HYD,None,None,None,None
8948,Air India,Delhi,Cochin,2 stops,No info,9601,5,15,12,0,19,15,435,22.07126436781609,DEL,JAI,BOM,COK,None,None
8949,Multiple carriers,Delhi,Cochin,1 stop,No info,13377,6,15,13,0,1,30,750,17.836,DEL,BOM,COK,None,None,None
8950,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,11134,3,24,18,55,18,10,1395,7.981362007168459,CCU,BOM,BLR,None,None,None
8951,Multiple carriers,Delhi,Cochin,1 stop,No info,8055,3,27,8,55,21,0,725,11.110344827586207,DEL,BOM,COK,None,None,None
8952,Jet Airways,Delhi,Cochin,1 stop,No info,12242,3,27,17,30,4,25,655,18.690076335877862,DEL,BOM,COK,None,None,None
8953,Air India,Banglore,New Delhi,1 stop,No info,8425,3,9,22,0,23,20,1520,5.542763157894737,BLR,COK,DEL,None,None,None
8954,SpiceJet,Mumbai,Hyderabad,non-stop,No info,2753,6,15,5,45,7,15,90,30.58888888888889,BOM,HYD,None,None,None,None
8955,SpiceJet,Banglore,Delhi,non-stop,No info,3311,5,27,21,10,0,5,175,18.92,BLR,DEL,None,None,None,None
8956,IndiGo,Kolkata,Banglore,1 stop,No info,4226,6,12,6,20,10,20,240,17.608333333333334,CCU,MAA,BLR,None,None,None
8957,Jet Airways,Banglore,New Delhi,1 stop,1 Long layover,26890,3,1,8,55,5,5,1210,22.223140495867767,BLR,BOM,DEL,None,None,None
8958,Multiple carriers,Delhi,Cochin,1 stop,No info,12524,6,24,6,0,19,0,780,16.056410256410256,DEL,BOM,COK,None,None,None
8959,SpiceJet,Kolkata,Banglore,non-stop,No info,3847,3,21,17,15,19,45,150,25.64666666666667,CCU,BLR,None,None,None,None
8960,Jet Airways,Kolkata,Banglore,1 stop,No info,12681,4,1,16,30,23,35,425,29.837647058823528,CCU,BOM,BLR,None,None,None
8961,Jet Airways,Delhi,Cochin,2 stops,No info,13882,6,6,9,25,4,25,1140,12.177192982456141,DEL,LKO,BOM,COK,None,None
8962,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,18,9,40,12,35,1615,9.367801857585139,DEL,JAI,BOM,COK,None,None
8963,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,8,25,20,45,740,14.654054054054054,CCU,BOM,BLR,None,None,None
8964,Jet Airways,Banglore,New Delhi,1 stop,No info,12547,3,12,21,25,8,15,650,19.303076923076922,BLR,BOM,DEL,None,None,None
8965,Jet Airways,Kolkata,Banglore,1 stop,No info,14178,6,9,18,55,4,40,585,24.235897435897435,CCU,BOM,BLR,None,None,None
8966,IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,16,0,1,35,575,25.862608695652174,DEL,BOM,COK,None,None,None
8967,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,9,9,40,4,25,1125,9.216,DEL,JAI,BOM,COK,None,None
8968,Multiple carriers,Delhi,Cochin,1 stop,No info,15078,3,6,8,0,21,0,780,19.33076923076923,DEL,BOM,COK,None,None,None
8969,IndiGo,Kolkata,Banglore,non-stop,No info,4804,5,21,21,25,0,5,160,30.025,CCU,BLR,None,None,None,None
8970,SpiceJet,Kolkata,Banglore,non-stop,No info,3873,5,9,17,10,19,40,150,25.82,CCU,BLR,None,None,None,None
8971,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,6,24,17,10,19,40,150,25.606666666666666,CCU,BLR,None,None,None,None
8972,GoAir,Delhi,Cochin,1 stop,No info,5457,6,1,7,0,12,55,355,15.371830985915492,DEL,BOM,COK,None,None,None
8973,Jet Airways,Kolkata,Banglore,1 stop,No info,14781,5,12,14,5,22,35,510,28.98235294117647,CCU,BOM,BLR,None,None,None
8974,Jet Airways,Delhi,Cochin,1 stop,No info,15764,3,9,21,50,18,50,1260,12.511111111111111,DEL,BOM,COK,None,None,None
8975,Vistara,Banglore,Delhi,non-stop,No info,4668,6,12,9,45,12,35,170,27.458823529411763,BLR,DEL,None,None,None,None
8976,Jet Airways,Delhi,Cochin,non-stop,No info,9564,6,24,11,0,14,15,195,49.04615384615385,DEL,COK,None,None,None,None
8977,IndiGo,Delhi,Cochin,1 stop,No info,7191,5,15,6,40,21,0,860,8.361627906976745,DEL,BOM,COK,None,None,None
8978,Jet Airways,Delhi,Cochin,1 stop,No info,15764,3,6,19,45,4,25,520,30.315384615384616,DEL,BOM,COK,None,None,None
8979,Jet Airways,Kolkata,Banglore,1 stop,No info,14388,5,6,14,5,12,0,1315,10.941444866920152,CCU,BOM,BLR,None,None,None
8980,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6540,3,27,19,45,4,25,520,12.576923076923077,DEL,BOM,COK,None,None,None
8981,SpiceJet,Banglore,Delhi,non-stop,No info,3625,6,24,9,30,12,20,170,21.323529411764707,BLR,DEL,None,None,None,None
8982,Multiple carriers,Delhi,Cochin,1 stop,No info,8266,5,9,7,30,19,15,705,11.724822695035462,DEL,BOM,COK,None,None,None
8983,SpiceJet,Kolkata,Banglore,1 stop,No info,10944,5,18,11,15,18,30,435,25.158620689655173,CCU,IXB,BLR,None,None,None
8984,IndiGo,Delhi,Cochin,1 stop,No info,5073,3,27,16,0,21,0,300,16.91,DEL,BOM,COK,None,None,None
8985,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,9134,3,15,5,45,12,25,400,22.835,BLR,BOM,DEL,None,None,None
8986,Vistara,Kolkata,Banglore,1 stop,No info,8085,6,12,20,20,20,20,1440,5.614583333333333,CCU,DEL,BLR,None,None,None
8987,Jet Airways,Banglore,New Delhi,1 stop,No info,22270,3,6,7,0,12,25,325,68.52307692307693,BLR,BOM,DEL,None,None,None
8988,Air India,Kolkata,Banglore,2 stops,No info,9836,4,1,7,0,10,0,1620,6.071604938271605,CCU,DEL,VGA,BLR,None,None
8989,IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,18,35,1,35,420,35.40714285714286,DEL,BOM,COK,None,None,None
8990,Jet Airways,Mumbai,Hyderabad,2 stops,No info,23528,3,12,6,30,16,35,605,38.889256198347105,BOM,VNS,DEL,HYD,None,None
8991,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,6,7,10,10,10,180,44.53333333333333,BLR,DEL,None,None,None,None
8992,Jet Airways,Banglore,New Delhi,1 stop,No info,12284,3,18,7,0,16,10,550,22.334545454545456,BLR,BOM,DEL,None,None,None
8993,Multiple carriers,Delhi,Cochin,1 stop,No info,7005,6,12,6,0,21,0,900,7.783333333333333,DEL,BOM,COK,None,None,None
8994,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,3,11,30,14,5,155,30.993548387096773,CCU,BLR,None,None,None,None
8995,IndiGo,Delhi,Cochin,1 stop,No info,6827,3,27,5,5,10,5,300,22.756666666666668,DEL,BLR,COK,None,None,None
8996,Air India,Mumbai,Hyderabad,non-stop,No info,3100,5,12,6,20,7,40,80,38.75,BOM,HYD,None,None,None,None
8997,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,2759,3,15,19,35,21,5,90,30.655555555555555,BOM,HYD,None,None,None,None
8998,Jet Airways,Kolkata,Banglore,1 stop,No info,13067,5,9,20,25,21,5,1480,8.829054054054055,CCU,DEL,BLR,None,None,None
8999,GoAir,Banglore,Delhi,non-stop,No info,3898,4,15,20,55,23,40,165,23.624242424242425,BLR,DEL,None,None,None,None
9000,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,12,9,40,4,25,1125,9.216,DEL,JAI,BOM,COK,None,None
9001,SpiceJet,Banglore,New Delhi,non-stop,No check-in baggage included,4273,3,18,5,45,8,35,170,25.13529411764706,BLR,DEL,None,None,None,None
9002,SpiceJet,Banglore,Delhi,non-stop,No info,3311,5,24,5,55,8,35,160,20.69375,BLR,DEL,None,None,None,None
9003,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,15136,3,6,9,0,21,0,720,21.022222222222222,DEL,BOM,COK,None,None,None
9004,Multiple carriers,Delhi,Cochin,1 stop,No info,6601,4,9,7,5,18,10,665,9.926315789473684,DEL,HYD,COK,None,None,None
9005,Vistara,Kolkata,Banglore,1 stop,No info,8452,5,24,20,20,22,40,1580,5.349367088607595,CCU,DEL,BLR,None,None,None
9006,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9314,5,1,17,0,14,25,1285,7.248249027237354,CCU,DEL,BLR,None,None,None
9007,IndiGo,Delhi,Cochin,1 stop,No info,6386,6,1,2,0,7,45,345,18.51014492753623,DEL,BLR,COK,None,None,None
9008,Multiple carriers,Delhi,Cochin,1 stop,No info,13377,6,24,11,30,1,30,840,15.925,DEL,BOM,COK,None,None,None
9009,Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,3,3,2,55,4,25,90,63.08888888888889,BOM,HYD,None,None,None,None
9010,Air Asia,Banglore,Delhi,non-stop,No info,4483,5,18,23,55,2,45,170,26.370588235294118,BLR,DEL,None,None,None,None
9011,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,5,27,14,0,12,35,1355,9.518819188191882,DEL,BOM,COK,None,None,None
9012,IndiGo,Banglore,New Delhi,non-stop,No info,7648,3,3,7,10,10,5,175,43.70285714285714,BLR,DEL,None,None,None,None
9013,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,6,9,6,30,23,35,1025,14.21560975609756,CCU,BOM,BLR,None,None,None
9014,IndiGo,Mumbai,Hyderabad,non-stop,No info,4049,6,27,6,25,7,55,90,44.98888888888889,BOM,HYD,None,None,None,None
9015,Air India,Banglore,New Delhi,2 stops,No info,11728,3,18,8,50,23,25,875,13.403428571428572,BLR,BOM,BHO,DEL,None,None
9016,SpiceJet,Kolkata,Banglore,non-stop,No info,3873,4,18,6,55,9,30,155,24.98709677419355,CCU,BLR,None,None,None,None
9017,Air India,Delhi,Cochin,1 stop,No info,7480,5,9,20,40,9,25,765,9.777777777777779,DEL,MAA,COK,None,None,None
9018,Jet Airways,Banglore,Delhi,non-stop,No info,8541,6,21,19,50,22,50,180,47.45,BLR,DEL,None,None,None,None
9019,Jet Airways,Banglore,New Delhi,1 stop,1 Long layover,31825,3,1,22,50,11,25,755,42.152317880794705,BLR,BOM,DEL,None,None,None
