,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
9156,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,5406,3,27,17,30,19,45,1575,3.4323809523809525
9157,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,14151,6,9,17,0,9,45,1005,14.080597014925374
9158,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,No info,14237,6,3,18,25,12,35,1090,13.061467889908258
9159,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2754,6,24,1,40,3,10,90,30.6
9160,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11306,5,18,7,0,20,25,805,14.04472049689441
9161,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,5192,5,1,22,40,10,40,720,7.211111111111111
9162,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3687,6,12,7,5,9,20,135,27.31111111111111
9163,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12192,6,3,3,50,19,0,910,13.397802197802198
9164,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,27,13,0,19,0,360,35.827777777777776
9165,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14924,6,9,19,45,19,0,1395,10.69820788530466
9166,SpiceJet,Kolkata,Banglore,CCU ? KNU ? BLR,1 stop,No info,8479,5,24,11,35,18,50,435,19.491954022988505
9167,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,6943,5,27,14,0,1,30,690,10.06231884057971
9168,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7354,6,27,6,40,19,15,755,9.740397350993378
9169,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12192,6,6,9,0,19,0,600,20.32
9170,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,3,21,15,0,15,180,21.905555555555555
9171,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,5,6,19,10,19,0,1430,10.579720279720279
9172,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,5403,4,9,7,0,9,40,160,33.76875
9173,Jet Airways,Delhi,Cochin,DEL ? LKO ? BOM ? COK,2 stops,No info,13882,6,27,9,25,4,25,1140,12.177192982456141
9174,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,3,21,19,35,21,5,90,63.08888888888889
9175,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,5403,4,27,11,30,14,20,170,31.78235294117647
9176,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4878,6,27,21,0,23,50,170,28.694117647058825
9177,IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,6494,3,27,6,40,21,20,880,7.379545454545455
9178,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,4777,3,24,1,30,4,15,165,28.951515151515153
9179,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3625,6,6,13,55,15,25,90,40.27777777777778
9180,Air India,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,2 stops,No info,9258,4,1,12,0,18,30,1830,5.059016393442623
9181,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,13,0,19,0,360,28.505555555555556
9182,Air India,Banglore,New Delhi,BLR ? CCU ? BBI ? HYD ? VGA ? DEL,4 stops,Change airports,17686,3,1,5,50,11,20,1770,9.992090395480226
9183,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,3,15,15,17,45,150,27.826666666666668
9184,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7485,5,21,10,20,1,30,910,8.225274725274724
9185,Air India,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,2 stops,No info,11222,5,18,8,20,11,10,1610,6.970186335403727
9186,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12121,5,1,17,0,21,5,1685,7.1934718100890205
9187,Air India,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,2 stops,No info,10697,5,21,8,20,18,30,610,17.536065573770493
9188,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12373,5,9,11,30,19,0,450,27.495555555555555
9189,SpiceJet,Kolkata,Banglore,CCU ? PNQ ? BLR,1 stop,No info,6381,5,21,8,35,17,15,520,12.271153846153846
9190,Jet Airways,Delhi,Cochin,DEL ? UDR ? BOM ? COK,2 stops,No info,17072,3,6,17,55,4,25,2070,8.247342995169083
9191,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,9,9,40,12,35,1615,6.419814241486068
9192,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,5,24,18,25,21,20,175,27.56
9193,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,27282,3,3,9,45,23,0,795,34.31698113207547
9194,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2227,6,12,20,5,21,40,95,23.442105263157895
9195,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,4545,3,9,0,40,3,25,165,27.545454545454547
9196,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,21,17,15,19,55,160,25.925
9197,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,12,15,10,17,45,155,26.761290322580646
9198,Air India,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,2 stops,No info,7642,3,21,8,15,11,20,1625,4.70276923076923
9199,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,3,16,0,12,35,1235,8.309311740890688
9200,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4030,5,24,8,20,11,20,180,22.38888888888889
9201,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,5000,6,27,14,25,17,40,195,25.641025641025642
9202,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,1 stop,No info,5264,6,9,8,45,13,15,270,19.496296296296297
9203,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,7229,6,1,18,55,22,0,185,39.075675675675676
9204,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10577,6,3,8,0,19,0,660,16.025757575757577
9205,Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,2 stops,No info,12723,5,24,5,50,8,55,1625,7.829538461538461
9206,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,1,21,50,4,25,395,37.25063291139241
9207,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,7438,3,21,2,15,4,25,1570,4.7375796178343945
9208,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,10203,5,15,20,30,20,25,1435,7.1101045296167245
9209,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3782,3,27,22,50,1,20,150,25.213333333333335
9210,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,12,5,30,19,0,810,16.066666666666666
9211,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8073,5,15,19,0,1,30,390,20.7
9212,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,9,15,30,18,5,155,30.993548387096773
9213,IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,4864,5,9,7,10,12,40,330,14.73939393939394
9214,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15135,3,6,6,40,18,50,730,20.732876712328768
9215,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,8366,6,6,16,50,11,10,1100,7.6054545454545455
9216,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,13292,6,9,5,30,4,25,1375,9.66690909090909
9217,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,7171,6,15,17,0,19,45,165,43.46060606060606
9218,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12121,5,6,9,35,21,5,690,17.566666666666666
9219,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,11753,6,12,10,55,19,15,500,23.506
9220,IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,1 stop,No Info,8064,3,1,5,15,10,0,285,28.294736842105262
9221,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,15,0,19,0,1680,6.108333333333333
9222,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,5277,5,3,22,5,0,25,140,37.69285714285714
9223,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,9,17,45,20,45,180,44.53333333333333
9224,Air India,Mumbai,Hyderabad,BOM ? AMD ? ISK ? HYD,2 stops,No info,11342,3,12,5,30,14,50,560,20.25357142857143
9225,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7594,6,12,6,30,4,40,1330,5.709774436090226
9226,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,4483,6,3,11,10,13,55,165,27.169696969696968
9227,Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,2 stops,No info,16263,5,18,20,0,4,25,505,32.203960396039605
9228,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,2 stops,No info,13243,5,12,10,0,1,20,920,14.394565217391305
9229,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,6478,6,12,6,0,8,45,165,39.26060606060606
9230,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15764,3,6,23,5,4,25,320,49.2625
9231,Air India,Kolkata,Banglore,CCU ? BBI ? HYD ? BLR,2 stops,No info,4647,4,3,9,10,4,40,1170,3.971794871794872
9232,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,3,19,50,22,50,180,44.53333333333333
9233,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4145,6,12,20,45,23,20,155,26.741935483870968
9234,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8055,3,27,7,30,21,0,810,9.944444444444445
9235,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,12409,5,18,17,15,19,15,1560,7.954487179487179
9236,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,6038,3,24,9,35,12,20,165,36.593939393939394
9237,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4107,5,21,22,50,1,20,150,27.38
9238,Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,2 stops,No info,11911,5,21,5,55,7,40,1545,7.709385113268608
9239,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,25735,3,1,22,50,23,0,1450,17.748275862068965
9240,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,11458,6,6,9,25,1,20,955,11.997905759162304
9241,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6152,4,24,16,45,22,25,340,18.094117647058823
9242,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,9,21,10,23,35,1585,6.841640378548896
9243,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,11982,5,24,17,45,20,5,140,85.58571428571429
9244,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,9,6,30,16,20,590,23.628813559322033
9245,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6938,3,27,14,20,22,20,480,14.454166666666667
9246,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15339,6,27,13,25,19,0,1775,8.641690140845071
9247,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,20064,3,3,5,25,18,50,2245,8.937193763919822
9248,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,In-flight meal not included,6093,6,15,14,55,22,30,455,13.391208791208792
9249,Multiple carriers Premium economy,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10885,3,21,19,0,1,35,395,27.556962025316455
9250,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8907,6,1,13,30,23,0,570,15.626315789473685
9251,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,5,6,6,30,20,45,855,11.301754385964912
9252,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,7160,4,27,5,5,12,10,425,16.847058823529412
9253,Multiple carriers Premium economy,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11269,3,21,7,30,15,30,480,23.477083333333333
9254,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,4,1,19,35,21,5,90,63.08888888888889
9255,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,5,27,2,55,4,20,85,66.8
9256,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8907,6,6,9,45,23,0,795,11.20377358490566
9257,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,3210,6,27,2,55,4,20,85,37.76470588235294
9258,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,5,15,6,10,8,55,165,42.18787878787879
9259,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,14815,3,6,14,5,8,15,1090,13.591743119266056
9260,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11467,5,6,20,25,22,5,1540,7.446103896103896
9261,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,In-flight meal not included,10919,6,15,14,35,12,35,1320,8.271969696969697
9262,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9069,6,3,14,25,19,35,310,29.25483870967742
9263,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,4649,5,1,15,5,20,20,315,14.75873015873016
9264,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,6,3,18,25,21,20,175,27.56
9265,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,6528,5,21,14,35,14,35,1440,4.533333333333333
9266,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,22270,3,6,5,45,12,25,400,55.675
9267,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,In-flight meal not included,15654,3,9,10,45,4,25,1060,14.767924528301887
9268,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,7770,4,1,20,20,22,55,1595,4.871473354231975
9269,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,3,4,40,7,15,155,30.993548387096773
9270,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,15,19,30,12,35,1025,10.115121951219512
9271,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,7673,3,3,21,5,0,20,195,39.34871794871795
9272,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,6015,4,21,5,35,8,50,195,30.846153846153847
9273,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,4,24,11,30,14,5,155,30.993548387096773
9274,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,15,20,0,8,15,735,18.96734693877551
9275,Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,5162,5,9,19,55,23,30,215,24.009302325581395
9276,Air India,Banglore,New Delhi,BLR ? CCU ? DEL,1 stop,No info,10657,3,9,11,5,22,45,700,15.224285714285715
9277,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14781,5,9,16,30,23,35,425,34.77882352941177
9278,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2754,4,3,19,5,20,35,90,30.6
9279,Air India,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,2 stops,No info,11474,3,12,6,50,22,55,965,11.890155440414508
9280,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7757,5,18,18,55,8,15,800,9.69625
9281,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,2228,4,3,2,55,4,20,85,26.211764705882352
9282,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,10405,3,15,8,0,8,15,1455,7.151202749140894
9283,GoAir,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,6,27,7,45,10,40,175,19.537142857142857
9284,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,17,30,12,35,1145,8.962445414847162
9285,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,6,9,13,55,15,25,90,34.44444444444444
9286,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,11848,3,9,2,15,4,25,1570,7.546496815286624
9287,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,5683,4,9,20,30,8,15,705,8.060992907801419
9288,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,5,9,8,25,12,0,1655,5.8386706948640485
9289,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,4,24,19,50,22,50,180,25.244444444444444
9290,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4050,5,27,2,55,4,20,85,47.64705882352941
9291,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9187,5,9,20,20,9,5,765,12.009150326797386
9292,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8452,4,1,20,20,20,20,1440,5.8694444444444445
9293,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,11668,5,18,9,25,1,20,955,12.21780104712042
9294,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,2 stops,No info,13381,6,9,14,25,19,15,1730,7.7346820809248555
9295,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8073,5,18,7,0,21,0,840,9.610714285714286
9296,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5620,3,1,10,20,12,55,155,36.25806451612903
9297,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,12739,6,12,14,5,4,40,875,14.558857142857143
9298,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5989,5,3,19,55,22,25,150,39.92666666666667
9299,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,8891,5,21,9,25,7,55,1350,6.585925925925926
9300,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,4,27,19,50,22,50,180,25.244444444444444
9301,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,6,16,0,19,0,1620,6.334567901234568
9302,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9345,5,21,17,0,20,20,1640,5.698170731707317
9303,Vistara,Banglore,New Delhi,BLR ? DEL,non-stop,No info,21730,3,1,19,40,22,20,160,135.8125
9304,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6838,6,15,9,15,21,0,705,9.699290780141844
9305,Air India,Mumbai,Hyderabad,BOM ? DEL ? HYD,1 stop,No info,10943,3,12,21,0,19,25,1345,8.136059479553904
9306,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,6,18,4,0,6,50,170,23.194117647058825
9307,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3573,6,18,5,55,8,35,160,22.33125
9308,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,5,15,9,0,11,25,145,26.489655172413794
9309,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,5,21,9,45,18,10,505,19.100990099009902
9310,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,4729,3,18,18,5,21,10,185,25.562162162162164
9311,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,17261,3,6,22,50,9,30,640,26.9703125
9312,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,1,14,5,10,5,1200,11.6175
9313,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,21,21,10,12,0,890,12.184269662921348
9314,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14231,3,24,18,55,16,20,1285,11.074708171206225
9315,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,12,13,0,19,0,360,40.87222222222222
9316,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,1 stop,No info,6460,3,21,8,45,13,15,270,23.925925925925927
9317,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11467,5,1,20,25,23,35,1630,7.034969325153374
9318,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,3,0,30,3,25,175,22.53142857142857
9319,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,1 stop,No info,4775,4,15,15,15,20,5,290,16.46551724137931
9320,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,4,6,9,0,11,25,145,26.489655172413794
9321,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,12284,3,18,11,40,7,40,1200,10.236666666666666
9322,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,9,17,15,19,50,155,30.993548387096773
9323,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,12819,6,24,13,25,12,35,1390,9.222302158273381
9324,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,3,18,15,4,25,610,24.121311475409836
9325,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,5,27,10,20,11,50,90,89.33333333333333
9326,Multiple carriers,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,16840,5,15,15,5,1,30,625,26.944
9327,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15554,5,6,22,50,4,25,335,46.429850746268656
9328,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5752,4,15,10,35,19,35,540,10.651851851851852
9329,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8452,5,9,17,0,10,45,1065,7.936150234741784
9330,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,11761,5,27,8,0,19,15,675,17.423703703703705
9331,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14848,6,27,13,0,19,15,375,39.59466666666667
9332,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,3,5,30,19,0,810,12.8
9333,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,9863,5,18,16,40,19,15,1595,6.183699059561128
9334,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,27,10,0,19,0,540,19.003703703703703
9335,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,6,6,7,0,9,40,160,29.175
9336,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9103,5,15,11,25,19,0,455,20.006593406593407
9337,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,12,21,50,12,35,885,11.5954802259887
9338,GoAir,Delhi,Cochin,DEL ? AMD ? COK,1 stop,No info,4525,6,27,7,25,13,35,370,12.22972972972973
9339,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,4,27,10,0,12,45,165,31.684848484848484
9340,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,19225,3,6,21,25,5,5,460,41.79347826086956
9341,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,5,9,10,20,11,50,90,89.33333333333333
9342,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,7438,3,21,14,0,4,25,865,8.598843930635837
9343,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13135,3,6,4,0,15,30,690,19.036231884057973
9344,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,6015,5,9,14,25,17,40,195,30.846153846153847
9345,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8283,5,18,17,0,1,30,510,16.241176470588236
9346,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,9,8,20,10,35,135,26.244444444444444
9347,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,27,10,10,12,55,165,25.13939393939394
9348,GoAir,Banglore,New Delhi,BLR ? GOI ? DEL,1 stop,No info,7657,3,15,15,45,20,15,270,28.35925925925926
9349,IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,5276,5,12,19,35,23,15,220,23.98181818181818
9350,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,14151,5,15,9,35,23,35,840,16.84642857142857
9351,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,6,21,10,20,11,50,90,89.33333333333333
9352,IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,8378,3,9,11,55,21,20,565,14.828318584070797
9353,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,9,9,45,12,0,135,26.244444444444444
9354,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,6,12,18,55,21,50,175,27.56
9355,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14388,5,15,18,55,8,15,800,17.985
9356,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,9,17,45,20,5,140,25.307142857142857
9357,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,12,14,5,20,45,400,27.11
9358,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,9,6,30,18,15,705,15.381560283687943
9359,SpiceJet,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,4957,6,12,17,55,22,50,295,16.803389830508475
9360,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,5,15,7,35,16,10,515,12.50873786407767
9361,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,7480,5,15,17,20,9,25,965,7.751295336787565
9362,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5073,4,1,20,25,1,30,305,16.632786885245903
